sample_id,kind,modality,start_index,end_index_exclusive,delta_target_probability,delta_score
07,window,audio,37,41,-0.0018676519393920898,-0.001295328140258789
07,window,audio,41,45,-0.0021949410438537598,-0.003039121627807617
07,window,audio,45,49,0.0003533363342285156,0.0029845237731933594
07,window,vision,1,5,-0.0016275644302368164,-0.00368344783782959
07,window,vision,5,9,-0.0006898641586303711,-0.0011336803436279297
07,window,vision,9,13,-0.0004951953887939453,0.001149296760559082
07,window,vision,13,17,0.000822901725769043,0.001968979835510254
07,window,vision,17,21,0.014382779598236084,0.004757285118103027
07,window,vision,21,25,0.06279420852661133,0.1712448000907898
07,window,vision,25,29,0.004446923732757568,0.013304591178894043
07,window,vision,29,33,0.0016962289810180664,0.004623770713806152
07,window,vision,33,37,0.00033611059188842773,0.0022562742233276367
07,window,vision,37,41,0.0017864704132080078,0.006472229957580566
07,window,vision,41,45,0.0032335519790649414,0.007381916046142578
07,window,vision,45,49,0.00782078504562378,0.016160964965820312
08,modality,text,-1,-1,0.3962528705596924,0.6280872821807861
08,modality,audio,-1,-1,-0.022146105766296387,0.002458930015563965
08,modality,vision,-1,-1,0.027113676071166992,-0.0083732008934021
08,window,text,1,5,0.26335492730140686,0.3521799147129059
08,window,text,5,9,-0.08734047412872314,-0.10563957691192627
08,window,text,9,12,0.022762417793273926,0.11761218309402466
08,window,audio,1,5,-0.005552232265472412,-0.009055674076080322
08,window,audio,5,9,-0.023314297199249268,-0.017337381839752197
08,window,audio,9,12,0.00820469856262207,0.031496405601501465
08,window,vision,1,5,0.008590519428253174,-0.027050316333770752
08,window,vision,5,9,0.011375784873962402,0.01253598928451538
08,window,vision,9,12,0.0072064995765686035,0.00706106424331665
09,modality,text,-1,-1,0.5212446451187134,-1.4963351488113403
09,modality,audio,-1,-1,0.0011726021766662598,-0.06703948974609375
09,modality,vision,-1,-1,0.0016655921936035156,-0.04245007038116455
09,window,text,1,5,-0.0006854534149169922,-0.0026292800903320312
09,window,text,5,9,0.0014954209327697754,0.05479931831359863
09,window,text,9,13,0.0013607144355773926,-0.022451162338256836
09,window,text,13,17,0.000682830810546875,0.028407812118530273
09,window,text,17,19,-0.0027686357498168945,0.18158447742462158
09,window,audio,1,5,0.00016546249389648438,-0.0002886056900024414
09,window,audio,5,9,-0.0002688169479370117,0.0020341873168945312
09,window,audio,9,13,0.00014793872833251953,-0.007955789566040039
09,window,audio,13,17,0.0007017254829406738,-0.041954994201660156
09,window,audio,17,19,0.00032258033752441406,-0.014159917831420898
09,window,vision,1,5,0.0003502368927001953,-0.0026203393936157227
09,window,vision,5,9,0.00019305944442749023,0.0010538101196289062
09,window,vision,9,13,-8.386373519897461e-05,0.0076732635498046875
09,window,vision,13,17,0.0009714365005493164,-0.042926788330078125
09,window,vision,17,19,7.736682891845703e-05,-0.0008673667907714844
10,modality,text,-1,-1,0.6252313852310181,-1.9185024499893188
10,modality,audio,-1,-1,-0.0022038817405700684,0.07913088798522949
10,modality,vision,-1,-1,0.0059288740158081055,-0.05376851558685303
10,window,text,1,5,0.0010828375816345215,-0.03431594371795654
10,window,text,5,9,-0.00046050548553466797,0.015621185302734375
10,window,text,9,13,0.00019723176956176758,-0.012046456336975098
10,window,text,13,17,0.0025266408920288086,-0.03355729579925537
10,window,text,17,21,0.005007803440093994,-0.14275991916656494
10,window,text,21,25,0.0006402134895324707,0.006336808204650879
10,window,text,25,29,0.06797516345977783,-0.6508890390396118
10,window,text,29,31,0.485734224319458,-1.770375370979309
10,window,audio,1,5,-2.5033950805664062e-05,0.0008512735366821289
10,window,audio,5,9,-0.00015288591384887695,0.004175782203674316
10,window,audio,9,13,-0.00046813488006591797,0.01466381549835205
10,window,audio,13,17,-0.00013184547424316406,0.004338860511779785
10,window,audio,17,21,-6.914138793945312e-05,0.0013800859451293945
10,window,audio,21,25,-0.0006017684936523438,0.014599919319152832
10,window,audio,25,29,-0.00026935338973999023,0.007315278053283691
10,window,audio,29,31,-0.0004987120628356934,0.024480700492858887
10,window,vision,1,5,7.218122482299805e-05,-0.0006262063980102539
10,window,vision,5,9,0.00019627809524536133,-0.0037947893142700195
10,window,vision,9,13,0.0003197789192199707,-0.002518773078918457
10,window,vision,13,17,0.0002987384796142578,-0.005755066871643066
10,window,vision,17,21,0.000548243522644043,-0.01397395133972168
10,window,vision,21,25,0.0011112093925476074,-0.014906525611877441
10,window,vision,25,29,0.0009844303131103516,-0.021567463874816895
10,window,vision,29,31,0.0016170740127563477,-0.0017746686935424805
11,modality,text,-1,-1,0.49425098299980164,-1.4298962354660034
11,modality,audio,-1,-1,-0.0005895495414733887,0.00031495094299316406
11,modality,vision,-1,-1,0.005481123924255371,-0.03194987773895264
11,window,text,1,5,0.9088382124900818,-2.01419734954834
11,window,text,5,9,0.012800633907318115,-0.11658430099487305
11,window,text,9,13,-0.005391061305999756,0.08611619472503662
11,window,text,13,15,-0.007963061332702637,0.12523317337036133
11,window,audio,1,5,-0.0006606578826904297,0.0027985572814941406
11,window,audio,5,9,0.0002664327621459961,-0.0058373212814331055
11,window,audio,9,13,-0.00020647048950195312,0.003401517868041992
11,window,audio,13,15,-4.1544437408447266e-05,0.0003342628479003906
11,window,vision,1,5,0.004061460494995117,-0.02338564395904541
11,window,vision,5,9,0.00045871734619140625,0.00302731990814209
11,window,vision,9,13,0.0006867647171020508,-0.010178923606872559
11,window,vision,13,15,-9.59634780883789e-06,-0.0003827810287475586
12,modality,text,-1,-1,0.47092297673225403,-1.1943076848983765
12,modality,audio,-1,-1,0.0033585429191589355,-0.06256365776062012
12,modality,vision,-1,-1,0.04429370164871216,-0.2135295867919922
12,window,text,1,5,0.00546640157699585,-0.03308141231536865
12,window,text,5,9,-0.014984071254730225,0.1030195951461792
12,window,text,9,13,0.0069127678871154785,-0.0724712610244751
12,window,text,13,17,0.022558271884918213,-0.10965228080749512
12,window,text,17,21,0.007574141025543213,-0.04687941074371338
12,window,text,21,25,0.011181294918060303,-0.07905900478363037
12,window,text,25,29,0.014483213424682617,-0.08723556995391846
12,window,text,29,33,0.010347485542297363,-0.06688201427459717
12,window,text,33,37,0.09992146492004395,-0.3817383646965027
12,window,text,37,41,0.054350852966308594,-0.2392634153366089
12,window,text,41,43,0.11094772815704346,-0.5010268688201904
12,window,audio,1,5,-0.00042879581451416016,-0.002910614013671875
12,window,audio,5,9,-0.000506281852722168,0.0009056329727172852
12,window,audio,9,13,0.0002932548522949219,-0.005756735801696777
12,window,audio,13,17,0.0003973245620727539,-0.004433989524841309
12,window,audio,17,21,-0.0011513233184814453,0.005091190338134766
12,window,audio,21,25,-0.0007919669151306152,0.0030717849731445312
12,window,audio,25,29,0.0003669261932373047,-0.004139900207519531
12,window,audio,29,33,-0.0006574392318725586,0.0008707046508789062
12,window,audio,33,37,0.0031429529190063477,-0.019112110137939453
12,window,audio,37,41,-0.00038045644760131836,-0.0038024187088012695
12,window,audio,41,43,0.0023093819618225098,-0.027150273323059082
12,window,vision,1,5,0.0010465383529663086,-0.008898496627807617
12,window,vision,5,9,0.0036562085151672363,-0.015270471572875977
12,window,vision,9,13,0.0034964680671691895,-0.02107095718383789
12,window,vision,13,17,0.004294693470001221,-0.0229947566986084
12,window,vision,17,21,0.0031928420066833496,-0.0181424617767334
12,window,vision,21,25,0.0043340325355529785,-0.023005008697509766
12,window,vision,25,29,0.0026712417602539062,-0.016582965850830078
12,window,vision,29,33,0.002104461193084717,-0.014560699462890625
12,window,vision,33,37,0.005892157554626465,-0.03730010986328125
12,window,vision,37,41,0.00192946195602417,-0.008669137954711914
12,window,vision,41,43,0.005012929439544678,-0.03796672821044922
13,modality,text,-1,-1,0.13063794374465942,0.33009064197540283
13,modality,audio,-1,-1,0.042717695236206055,0.05016377568244934
